BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.55,Zoning & Board of Adjustment,Contractual & Other Services,0,0,294.95,294.95
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Contractual & Other Services,14379050,9322,15052125.7,15061447.7
2023,GNFD,General Fund,0001MCC,Mayor and City Council GF,5.03,Administrative Support for the Mayor and City Council,Contractual & Other Services,1235718,65741.44,874711.43,940452.87
2023,GNFD,General Fund,0001AUD,City Auditor's Office GF,5.08,"Audits, Attestations and Investigations",Personnel Services,2462915,0,1976245.37,1976245.37
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Personnel Services,20962898,0,17835947.41,17835947.41
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.04,Analysis/Development and Validation,Personnel Services,528867,0,365436.41,365436.41
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.03,Animal Remains Collection,Supplies & Materials,41836,0,22880.52,22880.52
2023,GNFD,General Fund,0001HOU,Housing GF,2.25,Housing Preservation,Contractual & Other Services,867500,76040.37,169087.63,245128
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Personnel Services,6876665,0,5656945.4,5656945.4
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Contractual & Other Services,5385781,1022959.11,2960947.43,3983906.54
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.21,Storm Drainage Management Fund,Personnel Services,562874,0,562874,562874
2023,GNFD,General Fund,0001CSC,Mgmt Services - 311 Customer Service Center,5.01,311 Customer Service Center,Personnel Services,7828049,0,6076754.7,6076754.7
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,9.99,Department Support,Personnel Services,3264421,0,3022719.11,3022719.11
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Contractual & Other Services,1958163,148955.67,2162998.75,2311954.42
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,Transfers Out,669159,0,0,0
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.01,Catalytic Development,Reimbursements,-938211,0,0,0
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,Personnel Services,6406409,0,5031294.18,5031294.18
2023,GNFD,General Fund,0001LIB,Library GF,4.06,Library Materials & Collection Management,Contractual & Other Services,2249194,0,648500.4,648500.4
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Capital Outlay,0,3911167.45,0,3911167.45
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,Contractual & Other Services,12396676,476445,9334785.86,9811230.86
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,Reimbursements,-157368,0,-123025.5,-123025.5
2023,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,Contractual & Other Services,310750,1989.25,535898.68,537887.93
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Personnel Services,2091477,0,2014285,2014285
2022,GNFD,General Fund,0001CTJ,Judiciary GF,1.03,Civil Adjudication Court,Personnel Services,356785,0,220028.38,220028.38
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.09,Convention Center Debt Service Payment,Transfers Out,19335250,0,17723979.13,17723979.13
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Capital Outlay,183660,0,16948.7,16948.7
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Personnel Services,4563079,0,3770363.57,3770363.57
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.14,Inspection and Life Safety Education,Reimbursements,-288145,0,-288145,-288145
2022,GNFD,General Fund,0001OHP,Office of Historic Preservation,2.69,Historic Preservation,Contractual & Other Services,95683,0,56458.02,56458.02
2022,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.03,Animal Remains Collection,Transfers Out,41684,0,41684,41684
2022,GNFD,General Fund,0001PIO,Mgmt Services - Public Information Office,5.48,Public Information Office / Communications & Broadcasting,Contractual & Other Services,628743,852.48,406849.89,407702.37
2023,GNFD,General Fund,0001PBW,Public Works GF,2.38,Rights-of-Way Maintenance Contracts and Inspections Group,Contractual & Other Services,2328572,1060423.38,1283749.15,2344172.53
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,Reimbursements,-357319,0,0,0
2023,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Transfers Out,11900000,0,10908333.37,10908333.37
2022,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.36,Grant Administration,Personnel Services,1055759,0,891172.89,891172.89
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.06,Capital Construction and Debt Service,Contractual & Other Services,1780489,0,1780489,1780489
2022,GNFD,General Fund,0001DPD,Police Department GF,1.23,Police Criminal Investigations,Reimbursements,-125000,0,-3963306.56,-3963306.56
2023,GNFD,General Fund,0001PBW,Public Works GF,9.99,Department Support,Reimbursements,-3163755,0,0,0
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.16,City Council Support,Contractual & Other Services,389768,30225.53,287319.42,317544.95
2022,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Capital Outlay,0,0,6619.61,6619.61
2023,GNFD,General Fund,0001DPD,Police Department GF,1.20,Police Academy and In-service Training,Personnel Services,25884123,0,21874220.65,21874220.65
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.34,Private Development Survey,Supplies & Materials,9535,0,0,0
2023,GNFD,General Fund,0001TRN,Transportation GF,2.48,Traffic Safety and Congestion Management,Personnel Services,233378.42,0,51005.37,51005.37
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.01,Adjudication Office,Contractual & Other Services,228847,827,42943.85,43770.85
2022,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Contractual & Other Services,3297041,17837.77,2807040.06,2824877.83
2023,EFOP,Enterprise Operating Fund,0164AVI,Transportation Regulation,2.36,Regulation and Enforcement of For Hire Transportation,Reimbursements,-68897,0,0,0
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.19,Floodway Operations,Supplies & Materials,2724273,235864.21,2097784.91,2333649.12
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.15,City Agenda Process,Supplies & Materials,328,0,0,0
2022,GNFD,General Fund,0001CCS,Code Compliance GF,3.10,Consumer Health,Contractual & Other Services,659885,0,359605.69,359605.69
2022,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,Personnel Services,3887060.51,0,3655125.72,3655125.72
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.18,Neighborhood Nuisance Abatement,Supplies & Materials,601106,94564.34,429370.99,523935.33
2022,GNFD,General Fund,0001DPD,Police Department GF,1.20,Police Academy and In-service Training,Supplies & Materials,812911,1933.66,904009.25,905942.91
2023,GNFD,General Fund,0001PBW,Public Works GF,5.73,Performance Management and Special Projects,Contractual & Other Services,0,21798.01,7298.88,29096.89
2023,GNFD,General Fund,0001CVS,Civil Service GF,5.20,Civil Service Board Administration/Employee Appeals Process,Contractual & Other Services,104968,2428.54,49333.82,51762.36
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.72,Ethics and Investigations,Personnel Services,750885,0,307227.79,307227.79
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Transfers Out,965181,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Supplies & Materials,15026491,626528.26,18871569.59,19498097.85
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Personnel Services,13882809,0,12422302.73,12422302.73
2022,GNFD,General Fund,0001BSD,Building Services,5.29,Energy Procurement and Monitoring,Personnel Services,94140,0,110762.5,110762.5
2022,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Contractual & Other Services,5003042,150,5937982.21,5938132.21
2022,GNFD,General Fund,0001DPD,Police Department GF,1.27,Police Investigations of Narcotics Related Crimes,Personnel Services,13185504,0,10917304.46,10917304.46
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Transfers Out,1212696,0,0,0
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,Supplies & Materials,343968,6740.83,546319.12,553059.95
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.47,Payroll,Contractual & Other Services,367099,21990.31,19655.78,41646.09
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.14,Inspection and Life Safety Education,Contractual & Other Services,109575,0,230318.02,230318.02
2022,GNFD,General Fund,0001BSD,Building Services,2.03,Bullington Truck Terminal and Thanksgiving Square,Supplies & Materials,190369,0,94452.53,94452.53
2023,GNFD,General Fund,0001PBW,Public Works GF,2.39,Service Maintenance Areas,Reimbursements,-2869433,0,-2978341.97,-2978341.97
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,9.99,Department Support,Supplies & Materials,4299,0,572.51,572.51
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.10,Consumer Health,Personnel Services,2823067.66,0,2065065.6,2065065.6
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.06,Dallas City Marshal,Supplies & Materials,40447,0,50740.24,50740.24
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.15,City Agenda Process,Personnel Services,240082,0,192079.11,192079.11
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.12,Fire Training and Recruitment,Capital Outlay,79104,79104,0,79104
2023,EFOP,Enterprise Operating Fund,0164AVI,Transportation Regulation,2.36,Regulation and Enforcement of For Hire Transportation,Contractual & Other Services,187728,12239.81,71118.5,83358.31
2023,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Reimbursements,-265356,0,0,0
2022,GNFD,General Fund,0001PER,Human Resources GF,5.38,"EDDI (Engagement, Development, Diverse, Inclusion)",Contractual & Other Services,533561,0,807953.91,807953.91
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.19,Floodway Operations,Personnel Services,7543745,0,5817081.06,5817081.06
2023,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Contractual & Other Services,6754430,517132.46,3372601.99,3889734.45
2023,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Supplies & Materials,1313845,191679.31,587318.49,778997.8
2022,GNFD,General Fund,0001TRN,Transportation GF,2.48,Traffic Safety and Congestion Management,Supplies & Materials,58562,90.32,44727.62,44817.94
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Contractual & Other Services,79218665,1090634.98,69283108.82,70373743.8
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Contractual & Other Services,17298232,408398.4,15959460.15,16367858.55
2022,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Reimbursements,-109793,0,-20192.98,-20192.98
2023,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,4.03,Cultural Services Contracts,Supplies & Materials,0,1650,131.54,1781.54
2023,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,Supplies & Materials,787639,70673.1,492219.41,562892.51
2023,GNFD,General Fund,0001OCC,Office of Community Care,3.08,Community/Senior Services,Contractual & Other Services,5723679,2499085.77,1342138.08,3841223.85
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.52,Utility Management,Contractual & Other Services,102675,2545.18,52137.49,54682.67
2023,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Personnel Services,32980755,0,31852704.09,31852704.09
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.62,Contract Compliance and Monitoring,Personnel Services,503148,0,364711.01,364711.01
2022,INSV,Internal Service Fund,0294PKR,PKR- Office of the Bond Program,5.60,Office of the Bond Program,Supplies & Materials,448178,0,183658.07,183658.07
2023,GNFD,General Fund,0001PBW,Public Works GF,2.44,Street Repair Division - Concrete,Contractual & Other Services,5718500,114290.18,3943438.11,4057728.29
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Contractual & Other Services,9261837,446980.85,11182950.31,11629931.16
2023,GNFD,General Fund,0001PNV,Planning and Urban Design GF,9.99,Department Support,Supplies & Materials,70410,6433.6,5317.61,11751.21
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.19,Floodway Operations,Reimbursements,-182331,0,-19390,-19390
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,Debt Svc-Interest On Bonds,54500,0,21237,21237
2022,GNFD,General Fund,0001DPD,Police Department GF,1.21,Police Administrative Support,Reimbursements,-300311,0,-365486.42,-365486.42
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Reimbursements,-1004346,0,-542148.26,-542148.26
2022,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Contractual & Other Services,0,0,1520,1520
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.10,Consumer Health,Contractual & Other Services,668194,83905.41,360637.87,444543.28
2023,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Personnel Services,13010472,0,11955012.01,11955012.01
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.30,Ethics and Compliance,Contractual & Other Services,71250,4229.38,1561.41,5790.79
2023,GNFD,General Fund,0001AUD,City Auditor's Office GF,5.08,"Audits, Attestations and Investigations",Supplies & Materials,24991,0,2300.45,2300.45
2023,GNFD,General Fund,0001PBW,Public Works GF,2.35,Real Estate and Relocation,Personnel Services,2881898,0,2429665.31,2429665.31
2023,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Personnel Services,114634,0,89951.34,89951.34
2023,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Contractual & Other Services,26334651.75,1129154.71,25432331.34,26561486.05
2023,OTHO,Other Operating Fund,0189ORM,ORM - Workers' Compensation,5.P,Risk Management Services,Personnel Services,0,0,10516488.77,10516488.77
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.12,Recreation Services,Supplies & Materials,2883837,505792.85,2340439.18,2846232.03
2022,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Personnel Services,28188419,0,33110885.5,33110885.5
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.18,Fire Inspection for New Construction,Reimbursements,-2569406,0,-1201528.04,-1201528.04
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Supplies & Materials,5637297,639995.08,4030527.87,4670522.95
2022,GNFD,General Fund,0001CSC,Mgmt Services - 311 Customer Service Center,5.01,311 Customer Service Center,Contractual & Other Services,1613345,57180.43,1560108.46,1617288.89
2022,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Supplies & Materials,916374,20.7,1147854.04,1147874.74
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.16,City Council Support,Personnel Services,968541,0,817079.97,817079.97
2023,GNFD,General Fund,0001LIB,Library GF,4.08,"Literacy Initiatives, Education & Community Engagement",Supplies & Materials,14923,2646.72,6775.72,9422.44
2023,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,Reimbursements,0,0,-1188.83,-1188.83
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.11,Fire Investigation & Explosive Ordnance Disposal,Contractual & Other Services,948726,9876.62,777172.85,787049.47
2022,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.75,Zoning,Personnel Services,1924746,0,1726055.52,1726055.52
2023,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.10,Boards and Commissions Support,Contractual & Other Services,40752,0,8028.03,8028.03
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Transfers Out,1506118,0,1583256.21,1583256.21
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.30,Ethics and Compliance,Supplies & Materials,472,0,0,0
2023,EFOP,Enterprise Operating Fund,0756CCT,Convention Hotel Tax Rebate,2.10,Dallas Convention Center,Contractual & Other Services,5779814,0,3312282.23,3312282.23
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Contractual & Other Services,2200158.37,1991606.46,3887815.52,5879421.98
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Contractual & Other Services,17819669,4253253.05,14429203.74,18682456.79
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.17,Field Inspections of Private Development Construction Sites,Personnel Services,7385393,0,6290235.57,6290235.57
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,Supplies & Materials,173385,12215.15,212546.38,224761.53
2023,GNFD,General Fund,0001HOU,Housing GF,5.37,Housing Management/Contract Support,Supplies & Materials,46138.5,797.94,22428.49,23226.43
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.72,Ethics and Investigations,Supplies & Materials,5000,3839.92,4361.1,8201.02
2023,GNFD,General Fund,0001PBW,Public Works GF,2.72,Pavement Preservation,Reimbursements,0,0,-5145.98,-5145.98
2023,GNFD,General Fund,0001CMO,City Manager's Office GF,5.41,Office of Strategic Partnerships and Government Affairs,Supplies & Materials,15000,0,3257.16,3257.16
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Personnel Services,16282214,0,12807083.68,12807083.68
2022,BP17,2017 General Obligation Bond Program,1V22PBW,Street and Transportation Improvements 2017 bond program,6.02,Alley Reconstruction,Capital Outlay,-21164.33,0,0,0
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.O,Public Safety Technology Support,Transfers Out,140460,0,102987.03,102987.03
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,5.43,Land Surveying Services,Personnel Services,1005395,0,719229.21,719229.21
2022,GNFD,General Fund,0001IND,Gf - Ind Audit Contract,5.40,Independent Audit,Contractual & Other Services,752000,51480,700520,752000
2023,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Personnel Services,522769,0,407126.05,407126.05
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Transfers Out,397972,0,236970.36,236970.36
2022,GNFD,General Fund,0001DPD,Police Department GF,1.30,Police Recruiting and Personnel Service,Reimbursements,0,0,-293.11,-293.11
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.34,General Counsel,Personnel Services,4290629,0,4696813.79,4696813.79
2023,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Personnel Services,2604316,0,2253778.79,2253778.79
2023,GNFD,General Fund,0001OEM,Mgmt Services - Emergency Management,1.07,Emergency Management Operations,Supplies & Materials,44372,0,29488.14,29488.14
2022,GNFD,General Fund,0001IPS,MGT- Office of Integrated Public Safety Solutions,5.66,Office of Integrated Public Safety Solutions,Supplies & Materials,59000,0,178401.51,178401.51
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,Personnel Services,4904023,0,4014182.58,4014182.58
2022,GNFD,General Fund,0001OCC,Office of Community Care,3.08,Community/Senior Services,Reimbursements,-223186,0,-94096.18,-94096.18
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.16,City Council Support,Personnel Services,827715,0,755438.01,755438.01
2023,INSV,Internal Service Fund,0294MGT,Mgmt Services - Office of the Bond Program,5.60,Office of the Bond Program,Personnel Services,2054220,0,1360643.63,1360643.63
2022,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,9.99,Department Support,Personnel Services,657942,0,549711.32,549711.32
2023,GNFD,General Fund,0001BSD,Building Services,2.07,Capital Facilities,Transfers Out,3250000,0,0,0
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.39,Sobering Center,Personnel Services,735870,0,579893.57,579893.57
2022,GNFD,General Fund,0001OFS,Non-Departmental,5.46,Non-Departmental,Personnel Services,636936,0,493535.64,493535.64
2023,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Contractual & Other Services,43548,0,28874.66,28874.66
2023,GNFD,General Fund,0001PER,Human Resources GF,5.39,HR Consulting (HRP/Investigations),Personnel Services,2315198,0,1641229.1,1641229.1
2023,GNFD,General Fund,0001PER,Human Resources GF,9.99,Department Support,Reimbursements,-253779,0,0,0
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.18,Fire Inspection for New Construction,Supplies & Materials,6636,0,13528.22,13528.22
2023,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Contractual & Other Services,521723,75503.57,494194.75,569698.32
2023,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,Transfers Out,145420,0,193857.25,193857.25
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.01,Aquatic Services,Capital Outlay,0,0,12116.6,12116.6
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.20,Floodplain and Drainage Management,Personnel Services,8546525,0,7844354.49,7844354.49
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.55,Zoning & Board of Adjustment,Transfers Out,0,0,661123.98,661123.98
2023,OTHO,Other Operating Fund,0195ORM,Office of Risk Management,5.P,Risk Management Services,Supplies & Materials,18408,458.3,11451.75,11910.05
2022,GNFD,General Fund,0001PBW,Public Works GF,2.44,Street Repair Division - Concrete,Supplies & Materials,4829053.97,0.05,5128393.6,5128393.65
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.54,"Water Planning, Financial and Rate Services",Supplies & Materials,59609,0,7696.33,7696.33
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Transfers Out,30685,0,0,0
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,1.19,Municipal Prosecution,Personnel Services,1712795,0,1611914.78,1611914.78
2022,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,Personnel Services,3866272,0,3738566.71,3738566.71
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Contractual & Other Services,2346407,320996.94,1382210.76,1703207.7
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.36,Grant Administration,Personnel Services,1067548,0,690549.24,690549.24
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.12,Fire Training and Recruitment,Supplies & Materials,130482,3568.5,193410.87,196979.37
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.08,"EMS Administration, Contracts, and Community Health",Contractual & Other Services,6805566,332709.6,4570267.22,4902976.82
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.25,DFW International Airport Legal Counsel,Personnel Services,466739,0,625855.16,625855.16
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Contractual & Other Services,19208,0,133461.67,133461.67
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.06,Dallas City Marshal,Reimbursements,-825141,0,-481216.75,-481216.75
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Capital Outlay,8329871.8,1638244.92,564973.95,2203218.87
2022,GNFD,General Fund,0001MCC,Mayor and City Council GF,5.03,Administrative Support for the Mayor and City Council,Contractual & Other Services,1012395.81,3387.35,1053326.72,1056714.07
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Supplies & Materials,23738091,355.98,20561463.14,20561819.12
2023,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.29,Office of Special Events,Reimbursements,0,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Contractual & Other Services,9199930,46598.39,11830206.55,11876804.94
2023,GNFD,General Fund,0001DPD,Police Department GF,1.23,Police Criminal Investigations,Reimbursements,-131000,0,-2313405.72,-2313405.72
2023,GNFD,General Fund,0001PIO,Mgmt Services - Public Information Office,5.48,Public Information Office / Communications & Broadcasting,Supplies & Materials,39427,0,20948.83,20948.83
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.24,Deferred Compensation,Supplies & Materials,1800,0,0,0
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.18,City GIS Services,Contractual & Other Services,845223,0,775000,775000
2023,GNFD,General Fund,0001PER,Human Resources GF,5.39,HR Consulting (HRP/Investigations),Contractual & Other Services,1100971,125475.52,612045.8,737521.32
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.22,GIS Mapping for Private Development,Supplies & Materials,0,0,109.26,109.26
2022,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Personnel Services,527571,0,420851.53,420851.53
2023,GNFD,General Fund,0001PER,Human Resources GF,5.21,Total Rewards (Compensation),Contractual & Other Services,154467,46738.08,77637.17,124375.25
2023,GNFD,General Fund,0001OHS,Office of Homeless Solutions,3.09,Comprehensive Homeless Outreach,Contractual & Other Services,13210586,2340101.86,9529303.4,11869405.26
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,Reimbursements,-162459,0,-99427.13,-99427.13
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Reimbursements,595034,0,-13098669.2,-13098669.2
2023,GNFD,General Fund,0001PER,Human Resources GF,5.68,Onboarding and Recruitment Services,Contractual & Other Services,59673,4165.72,81690.6,85856.32
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.25,Wastewater Treatment,Capital Outlay,1241083,507040.66,158907.19,665947.85
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.33,Special Operations,Supplies & Materials,230839,1099.76,586317.15,587416.91
2022,GNFD,General Fund,0001CCS,Code Compliance GF,3.17,Neighborhood Code Compliance Services,Reimbursements,-1207269,0,-1058014.5,-1058014.5
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.12,Fire Training and Recruitment,Personnel Services,22002211,0,18517946.44,18517946.44
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Transfers Out,0,0,363359.81,363359.81
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,Supplies & Materials,9582501.2,1424909.42,9824398.38,11249307.8
